	('PC1Loading 0',)	('PC2Loading 1',)
('191150 798', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-p90RSK(S380)')	2.8751	0.0045425
('191151 799', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-p90RSK(T573)')	0.009095	0.49154
('191152 800', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-AKT(T308)')	-1.3135	2.6829
('191153 801', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-AKT(S473)')	-1.4471	1.5762
('191154 802', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-mTOR(S2448)')	0.63603	1.3553
('191155 803', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-p70S6K(T421/S424)')	1.0283	1.0242
('191156 804', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-p70S6K(T389)')	1.7546	1.6148
('191157 805', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-S6(S235/236)')	3.1482	-1.0661
('191158 806', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-AMPK(T172)')	0.70271	1.2988
('191159 807', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-JNK(T183/Y185)')	1.1753	1.7239
('191160 808', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: Total c-Jun')	-0.96751	-0.38943
('191161 809', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-cJun(S63)')	0.13867	2.0772
('191162 810', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-P38(T180/Y182)')	0.68764	0.50205
('191163 811', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-HSP27(S82)')	-0.65207	0.5306
('191164 812', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-NFKB(S536)')	0.49059	1.1293
('191165 813', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: Bim')	-0.4737	2.5314
('191166 814', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: cPARP')	0.098614	0.71744
('191167 815', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p-Histone H3(S10)')	-2.4435	1.8328
('191168 816', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 10', 'variable: p27 Kip1')	0.13269	1.0821
('191169 817', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-p90RSK(S380)')	0.048826	0.57155
('191170 818', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-p90RSK(T573)')	-0.14672	1.1037
('191171 819', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-AKT(T308)')	-1.3698	2.2872
('191172 820', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-AKT(S473)')	-1.5426	1.8828
('191173 821', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-mTOR(S2448)')	-0.66547	2.2524
('191174 822', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-p70S6K(T421/S424)')	-0.9917	0.93362
('191175 823', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-p70S6K(T389)')	-1.7314	2.0481
('191176 824', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-S6(S235/236)')	5.9013	-1.6573
('191177 825', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-AMPK(T172)')	-1.7447	2.7907
('191178 826', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-JNK(T183/Y185)')	-0.79316	1.532
('191179 827', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: Total c-Jun')	-0.95557	1.0857
('191180 828', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-cJun(S63)')	-1.484	2.8339
('191181 829', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-P38(T180/Y182)')	-0.92772	0.90729
('191182 830', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-HSP27(S82)')	-0.22363	1.2418
('191183 831', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-NFKB(S536)')	-1.2904	1.9294
('191184 832', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: Bim')	-1.7205	2.5748
('191185 833', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: cPARP')	0.63083	0.8057
('191186 834', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p-Histone H3(S10)')	-0.50661	0.96938
('191187 835', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 24', 'variable: p27 Kip1')	-0.96408	1.7891
('191188 836', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-p90RSK(S380)')	3.7959	2.0211
('191189 837', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-p90RSK(T573)')	3.3615	2.1299
('191190 838', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-AKT(T308)')	-1.6219	1.4301
('191191 839', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-AKT(S473)')	-0.68218	1.5643
('191192 840', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-mTOR(S2448)')	1.064	3.1386
('191193 841', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	4.2449	1.8631
('191194 842', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-p70S6K(T389)')	2.0662	2.9954
('191195 843', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-S6(S235/236)')	6.3525	-2.0496
('191196 844', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-AMPK(T172)')	-2.7843	3.135
('191197 845', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')	0.78954	2.234
('191198 846', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: Total c-Jun')	-5.0614	2.4783
('191199 847', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-cJun(S63)')	-3.4427	3.9052
('191200 848', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	2.572	2.7988
('191201 849', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-HSP27(S82)')	0.52233	2.7545
('191202 850', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-NFKB(S536)')	1.7411	3.3593
('191203 851', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: Bim')	-3.4955	3.0104
('191204 852', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: cPARP')	-3.1832	1.2467
('191205 853', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p-Histone H3(S10)')	8.9653	1.5473
('191206 854', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 48', 'variable: p27 Kip1')	-2.9394	2.541
('191207 855', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-p90RSK(S380)')	3.2896	-1.1813
('191208 856', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-p90RSK(T573)')	2.8847	-0.6272
('191209 857', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-AKT(T308)')	1.888	-1.5874
('191210 858', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-AKT(S473)')	1.1492	-1.0922
('191211 859', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-mTOR(S2448)')	3.7683	-1.2306
('191212 860', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-p70S6K(T421/S424)')	3.7301	-1.5019
('191213 861', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-p70S6K(T389)')	3.5324	-1.4632
('191214 862', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-S6(S235/236)')	1.6636	-0.46491
('191215 863', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-AMPK(T172)')	3.8807	-1.3248
('191216 864', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-JNK(T183/Y185)')	3.5898	-1.486
('191217 865', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: Total c-Jun')	3.1505	-1.308
('191218 866', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-cJun(S63)')	3.1389	-0.89675
('191219 867', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-P38(T180/Y182)')	3.7672	-1.9279
('191220 868', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-HSP27(S82)')	3.5493	-0.060263
('191221 869', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-NFKB(S536)')	2.745	-1.4724
('191222 870', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: Bim')	3.8755	-1.9459
('191223 871', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: cPARP')	3.8493	-1.8418
('191224 872', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p-Histone H3(S10)')	1.3521	-0.94734
('191225 873', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 1', 'variable: p27 Kip1')	2.8869	-1.2712
('191226 874', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-p90RSK(S380)')	-1.4052	0.28846
('191227 875', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-p90RSK(T573)')	-1.1142	0.92403
('191228 876', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-AKT(T308)')	-1.8692	-0.12278
('191229 877', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-AKT(S473)')	-2.0399	-0.2337
('191230 878', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-mTOR(S2448)')	-0.90322	0.19896
('191231 879', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-p70S6K(T421/S424)')	-1.5623	-1.0894
('191232 880', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-p70S6K(T389)')	-1.8751	-0.17842
('191233 881', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-S6(S235/236)')	-2.7543	0.74334
('191234 882', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-AMPK(T172)')	-3.0232	-0.22848
('191235 883', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-JNK(T183/Y185)')	-1.3878	0.2763
('191236 884', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: Total c-Jun')	2.5685	0.90769
('191237 885', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-cJun(S63)')	1.2446	1.0786
('191238 886', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-P38(T180/Y182)')	-2.2712	-0.68624
('191239 887', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-HSP27(S82)')	0.45139	1.6098
('191240 888', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-NFKB(S536)')	-1.7171	0.27134
('191241 889', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: Bim')	-2.3843	-1.0282
('191242 890', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: cPARP')	-2.693	-0.60963
('191243 891', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p-Histone H3(S10)')	-1.4905	-0.31637
('191244 892', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 5', 'variable: p27 Kip1')	1.0376	0.27832
('191245 893', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-p90RSK(S380)')	2.0906	-2.2674
('191246 894', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-p90RSK(T573)')	2.3578	-1.3303
('191247 895', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-AKT(T308)')	-0.66148	-2.5546
('191248 896', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-AKT(S473)')	0.070119	-2.479
('191249 897', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-mTOR(S2448)')	2.6341	-1.5905
('191250 898', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-p70S6K(T421/S424)')	2.3134	-2.166
('191251 899', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-p70S6K(T389)')	2.3601	-2.2746
('191252 900', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-S6(S235/236)')	0.48481	-0.67677
('191253 901', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-AMPK(T172)')	1.3601	-3.1256
('191254 902', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-JNK(T183/Y185)')	2.518	-2.0074
('191255 903', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: Total c-Jun')	6.3128	-0.37565
('191256 904', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-cJun(S63)')	3.8479	-1.2042
('191257 905', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-P38(T180/Y182)')	1.7858	-2.4971
('191258 906', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-HSP27(S82)')	1.7263	-1.5181
('191259 907', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-NFKB(S536)')	1.7304	-1.6278
('191260 908', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: Bim')	0.93921	-3.6686
('191261 909', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: cPARP')	1.935	-2.6678
('191262 910', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p-Histone H3(S10)')	0.64428	-1.1947
('191263 911', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 10', 'variable: p27 Kip1')	4.1631	-0.56785
('191264 912', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-p90RSK(S380)')	0.16938	-1.4456
('191265 913', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-p90RSK(T573)')	-0.70006	-1.3468
('191266 914', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-AKT(T308)')	-1.4982	-3.0897
('191267 915', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-AKT(S473)')	-2.1842	-2.0311
('191268 916', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-mTOR(S2448)')	0.68143	-0.84652
('191269 917', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-p70S6K(T421/S424)')	-0.33609	-1.9106
('191270 918', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-p70S6K(T389)')	-0.0056161	-1.9297
('191271 919', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-S6(S235/236)')	-5.8675	-1.8362
('191272 920', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-AMPK(T172)')	-0.7453	-1.7342
('191273 921', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-JNK(T183/Y185)')	-0.21384	-1.4138
('191274 922', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: Total c-Jun')	1.6702	-0.77903
('191275 923', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-cJun(S63)')	-2.8653	-2.5672
('191276 924', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-P38(T180/Y182)')	-0.68461	-1.5128
('191277 925', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-HSP27(S82)')	0.60546	-0.75231
('191278 926', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-NFKB(S536)')	1.5479	-0.19505
('191279 927', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: Bim')	-2.7777	-3.7212
('191280 928', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: cPARP')	-0.54882	-1.4419
('191281 929', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-Histone H3(S10)')	2.9586	0.96737
('191282 930', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p27 Kip1')	2.5949	-0.24387
('191283 931', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-p90RSK(S380)')	5.8646	0.071774
('191284 932', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-p90RSK(T573)')	2.947	-0.93695
('191285 933', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-AKT(T308)')	2.0667	-0.68977
('191286 934', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-AKT(S473)')	-0.93725	-2.6141
('191287 935', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-mTOR(S2448)')	4.7434	-0.6441
('191288 936', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	4.7752	-1.004
('191289 937', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-p70S6K(T389)')	4.6177	-1.2361
('191290 938', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-S6(S235/236)')	-0.4719	-1.5491
('191291 939', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-AMPK(T172)')	3.7197	-1.0074
('191292 940', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')	4.6555	-0.037542
('191293 941', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: Total c-Jun')	2.4463	-1.5009
('191294 942', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-cJun(S63)')	-1.238	-3.2848
('191295 943', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	4.6538	-0.49583
('191296 944', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-HSP27(S82)')	3.2066	-0.77687
('191297 945', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-NFKB(S536)')	5.7303	0.4484
('191298 946', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: Bim')	2.3958	-2.6992
('191299 947', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: cPARP')	5.6692	-0.07164
('191300 948', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-Histone H3(S10)')	7.2295	2.75
('191301 949', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p27 Kip1')	3.1457	-1.0553
('191302 950', 'clName: C32', 'clCenterSpecificID: 50112', 'timePoint: avg(48,72)', 'variable: Viability')	4.9989	1.6099
('191303 951', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'timePoint: avg(48,72)', 'variable: Viability')	5.0277	1.021
('191304 952', 'clName: K2', 'clCenterSpecificID: 51100', 'timePoint: 48', 'variable: Viability')	4.1218	1.8487
('191305 953', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: avg(48,72)', 'variable: Viability')	3.6701	2.6173
('191306 954', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: avg(48,72)', 'variable: Viability')	4.8673	1.469
('191307 955', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: avg(48,72)', 'variable: Viability')	4.8514	1.2874
('191308 956', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: avg(48,72)', 'variable: Viability')	5.0262	0.648
('191309 957', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: avg(48,72)', 'variable: Viability')	4.6585	1.6117
('191310 958', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: avg(48,72)', 'variable: Viability')	4.461	1.7309
('191311 959', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: avg(48,72)', 'variable: Viability')	4.5363	2.2407
