	('meanTotalCellCountBeforeTreatment 0',)	('meanTotalCellCountAfterTreatment 1',)	('meanTotalControlCellCount 2',)	('meanRelativeCellCount 3',)	('meanNormalizedGrowthRateInhibitionValue 4',)
('Neratinib 75', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10018', 'smallmolecule_smLincsID: LSM-1018', 'smallmolecule_smName: Neratinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1209.0	1594.0	4203.0	0.37999	0.16635
('Neratinib 76', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10018', 'smallmolecule_smLincsID: LSM-1018', 'smallmolecule_smName: Neratinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1209.0	1390.0	4203.0	0.33152	0.080945
('Neratinib 77', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10018', 'smallmolecule_smLincsID: LSM-1018', 'smallmolecule_smName: Neratinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	1209.0	1377.0	4203.0	0.32834	0.075126
('JW-7-24-1 78', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1209.0	2904.0	4012.0	0.72364	0.65833
('JW-7-24-1 79', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1209.0	2618.0	4012.0	0.65233	0.56179
('JW-7-24-1 80', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1209.0	2084.0	4012.0	0.52014	0.37042
('JW-7-24-1 81', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1209.0	1633.0	4012.0	0.40819	0.19006
('JW-7-24-1 82', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1209.0	1326.0	4012.0	0.33062	0.054188
('JW-7-24-1 83', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1209.0	937.0	4012.0	0.23386	-0.13764
('Dasatinib 84', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1209.0	3206.0	4203.0	0.76212	0.71817
('Dasatinib 85', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1209.0	1642.0	4012.0	0.40938	0.19291
('Dasatinib 86', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1209.0	2258.0	4203.0	0.53861	0.417
('Dasatinib 87', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1209.0	1521.0	4012.0	0.37859	0.13947
('Dasatinib 88', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1209.0	1636.0	4203.0	0.3904	0.1839
('Dasatinib 89', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1209.0	1671.0	4012.0	0.41741	0.2064
('Dasatinib 90', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1209.0	1495.0	4203.0	0.35566	0.12405
('Dasatinib 91', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1209.0	1591.0	4012.0	0.39711	0.17208
('Dasatinib 92', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1209.0	1616.0	4203.0	0.38519	0.1753
('Dasatinib 93', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1209.0	1545.0	4012.0	0.38481	0.15074
('Dasatinib 94', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	1209.0	1660.0	4203.0	0.39542	0.19197
('Dasatinib 95', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1209.0	1231.0	4012.0	0.30691	0.0088524
('Tozasertib 96', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1209.0	1353.0	4203.0	0.32252	0.064638
('Tozasertib 97', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1209.0	1412.0	4203.0	0.33618	0.089463
('Tozasertib 98', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1209.0	1406.0	4203.0	0.33427	0.085676
('Tozasertib 99', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1209.0	1441.0	4203.0	0.34329	0.10207
('Tozasertib 100', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1209.0	1426.0	4203.0	0.33995	0.096293
('Tozasertib 101', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	1209.0	1281.0	4203.0	0.30556	0.032713
('Imatinib 102', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1209.0	3887.0	4012.0	0.96937	0.96475
('Imatinib 103', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1209.0	3944.0	4012.0	0.98301	0.98022
('Imatinib 104', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1209.0	4055.0	4012.0	1.0095	1.0095
('Imatinib 105', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1209.0	3996.0	4012.0	0.99773	0.99838
('Imatinib 106', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1209.0	3840.0	4012.0	0.95654	0.94872
('Imatinib 107', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1209.0	3530.0	4012.0	0.87977	0.85707
('NVP-TAE684 108', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1209.0	1984.0	4012.0	0.49441	0.33041
('NVP-TAE684 109', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1209.0	1297.0	4012.0	0.32273	0.038631
('NVP-TAE684 110', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1209.0	964.0	4012.0	0.2401	-0.12475
('NVP-TAE684 111', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1209.0	878.0	4012.0	0.21907	-0.16953
('NVP-TAE684 112', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1209.0	945.0	4012.0	0.23621	-0.1332
('NVP-TAE684 113', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1209.0	508.0	4012.0	0.12674	-0.39454
('CGP60474 114', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1209.0	3388.0	4203.0	0.8081	0.77682
('CGP60474 115', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1209.0	681.0	4012.0	0.17029	-0.28228
('CGP60474 116', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1209.0	668.0	4203.0	0.1593	-0.28144
('CGP60474 117', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1209.0	712.0	4012.0	0.17763	-0.26415
('CGP60474 118', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1209.0	566.0	4203.0	0.13502	-0.34554
('CGP60474 119', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1209.0	782.0	4012.0	0.19514	-0.22301
('CGP60474 120', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1209.0	591.0	4203.0	0.14083	-0.32917
('CGP60474 121', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1209.0	672.0	4012.0	0.1679	-0.2884
('CGP60474 122', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1209.0	642.0	4203.0	0.1534	-0.29705
('CGP60474 123', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1209.0	707.0	4012.0	0.17662	-0.26764
('CGP60474 124', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	1209.0	568.0	4203.0	0.13573	-0.34349
('CGP60474 125', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1209.0	474.0	4012.0	0.11864	-0.41794
('PD173074 126', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1209.0	4081.0	4012.0	1.0185	1.0223
('PD173074 127', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1209.0	4168.0	4012.0	1.041	1.0482
('PD173074 128', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1209.0	3920.0	4012.0	0.97898	0.97557
('PD173074 129', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1209.0	4272.0	4012.0	1.066	1.0763
('PD173074 130', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1209.0	3926.0	4012.0	0.97959	0.97706
('PD173074 131', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1209.0	2693.0	4012.0	0.67236	0.58974
('Crizotinib 132', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1209.0	3621.0	4203.0	0.86173	0.84087
('Crizotinib 133', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1209.0	3523.0	4203.0	0.83936	0.81472
('Crizotinib 134', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1209.0	3073.0	4203.0	0.73056	0.67823
('Crizotinib 135', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1209.0	2163.0	4203.0	0.5141	0.3796
('Crizotinib 136', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1209.0	1299.0	4203.0	0.3095	0.040266
('Crizotinib 137', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	1209.0	886.0	4203.0	0.21132	-0.15943
('BMS345541 138', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1209.0	4237.0	4012.0	1.056	1.064
('BMS345541 139', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1209.0	3947.0	4012.0	0.98577	0.98459
('BMS345541 140', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1209.0	3399.0	4012.0	0.84694	0.81614
('BMS345541 141', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1209.0	2502.0	4012.0	0.6224	0.51771
('BMS345541 142', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	1209.0	1427.0	4012.0	0.35612	0.10008
('BMS345541 143', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	1209.0	503.0	4012.0	0.12532	-0.39859
('KIN001-043 144', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10031', 'smallmolecule_smLincsID: LSM-1031', 'smallmolecule_smName: KIN001-043', 'cell_clCenterSpecificID: 50029', 'cell_clName: MCF7', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1209.0	3628.0	4012.0	0.90658	0.8906
