	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCountAfterTreatment 3',)	('relativeGrowthRateAfterTreatment 4',)
('310240 84', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: H06')	1097.0	3693.0	3769.0	0.9797	0.97136
('310241 85', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: H06')	1097.0	4034.0	3769.0	1.0702	1.099
('310242 86', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: H06')	1097.0	3605.0	3769.0	0.95635	0.93843
('310243 87', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L24')	1097.0	3358.0	3769.0	0.89083	0.846
('310244 88', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L24')	1097.0	3572.0	3769.0	0.9476	0.92608
('310245 89', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L24')	1097.0	3507.0	3769.0	0.93035	0.90176
('310246 90', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: H12')	1097.0	3415.0	3769.0	0.90595	0.86733
('310247 91', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: H12')	1097.0	3676.0	3769.0	0.97519	0.965
('310248 92', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: H12')	1097.0	3390.0	3769.0	0.89931	0.85797
('310249 93', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: G12')	1097.0	4214.0	3769.0	1.1179	1.1663
('310250 94', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: G12')	1097.0	3869.0	3769.0	1.0264	1.0372
('310251 95', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: G12')	1097.0	3835.0	3769.0	1.0174	1.0245
('310252 96', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: F06')	1097.0	3146.0	3769.0	0.83458	0.76666
('310253 97', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: F06')	1097.0	3013.0	3769.0	0.7993	0.71689
('310254 98', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: F06')	1097.0	3002.0	3769.0	0.79638	0.71278
('310255 99', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: G06')	1097.0	679.0	3769.0	0.18013	-0.15652
('310256 100', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: G06')	1097.0	781.0	3769.0	0.20719	-0.11835
('310257 101', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: G06')	1097.0	712.0	3769.0	0.18888	-0.14417
('310258 102', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P18')	1097.0	2953.0	3769.0	0.78339	0.69444
('310259 103', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P18')	1097.0	3323.0	3769.0	0.88154	0.8329
('310260 104', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P18')	1097.0	3301.0	3769.0	0.8757	0.82467
('310261 105', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A12')	1097.0	3642.0	3769.0	0.96617	0.95227
('310262 106', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A12')	1097.0	3518.0	3769.0	0.93327	0.90587
('310263 107', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A12')	1097.0	3746.0	3769.0	0.99376	0.99119
('310264 108', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I12')	1097.0	4205.0	3769.0	1.1155	1.163
('310265 109', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I12')	1097.0	4118.0	3769.0	1.0924	1.1304
('310266 110', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I12')	1097.0	4015.0	3769.0	1.0651	1.0919
('310267 111', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A24')	1097.0	3169.0	3769.0	0.84069	0.77527
('310268 112', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A24')	1097.0	3345.0	3769.0	0.88738	0.84113
('310269 113', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A24')	1097.0	3506.0	3769.0	0.93009	0.90138
('310270 114', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: P12')	1097.0	3291.0	3769.0	0.87305	0.82093
('310271 115', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: P12')	1097.0	3966.0	3769.0	1.0521	1.0735
('310272 116', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: P12')	1097.0	3721.0	3769.0	0.98712	0.98184
('310273 117', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D06')	1097.0	3074.0	3769.0	0.81548	0.73972
('310274 118', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D06')	1097.0	3202.0	3769.0	0.84944	0.78762
('310275 119', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D06')	1097.0	2951.0	3769.0	0.78285	0.69369
('310276 120', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: I06')	1097.0	1559.0	3769.0	0.41358	0.17279
('310277 121', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: I06')	1097.0	1550.0	3769.0	0.41119	0.16942
('310278 122', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: I06')	1097.0	1704.0	3769.0	0.45204	0.22705
('310279 123', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: E24')	1097.0	3454.0	3769.0	0.91629	0.88192
('310280 124', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: E24')	1097.0	3307.0	3769.0	0.8773	0.82691
('310281 125', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: E24')	1097.0	3581.0	3769.0	0.94998	0.92945
('310282 126', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D18')	1097.0	3729.0	3769.0	0.98925	0.98483
('310283 127', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D18')	1097.0	4053.0	3769.0	1.0752	1.1061
('310284 128', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D18')	1097.0	4031.0	3769.0	1.0694	1.0978
('310285 129', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M24')	1097.0	3122.0	3769.0	0.82822	0.75768
('310286 130', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M24')	1097.0	3202.0	3769.0	0.84944	0.78762
('310287 131', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M24')	1097.0	3808.0	3769.0	1.0102	1.0144
('310288 132', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: H12')	1097.0	3945.0	3769.0	1.0465	1.0657
('310289 133', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: H12')	1097.0	3950.0	3769.0	1.0479	1.0675
('310290 134', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: H12')	1097.0	4326.0	3769.0	1.1476	1.2082
('310291 135', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C18')	1097.0	3634.0	3769.0	0.96404	0.94928
('310292 136', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C18')	1097.0	3540.0	3769.0	0.93911	0.9141
('310293 137', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C18')	1097.0	3174.0	3769.0	0.84201	0.77714
('310294 138', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D24')	1097.0	2650.0	3769.0	0.703	0.58106
('310295 139', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D24')	1097.0	2604.0	3769.0	0.6908	0.56384
('310296 140', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D24')	1097.0	2976.0	3769.0	0.78949	0.70305
('310297 141', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N12')	1097.0	3552.0	3769.0	0.94229	0.91859
('310298 142', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N12')	1097.0	3468.0	3769.0	0.92001	0.88716
('310299 143', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N12')	1097.0	3549.0	3769.0	0.94149	0.91747
('310300 144', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O06')	1097.0	1378.0	3769.0	0.36556	0.10506
('310301 145', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O06')	1097.0	1835.0	3769.0	0.4868	0.27607
('310302 146', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O06')	1097.0	1909.0	3769.0	0.50643	0.30376
('310303 147', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O06')	1097.0	1234.0	3769.0	0.32736	0.051172
('310304 148', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O06')	1097.0	1261.0	3769.0	0.33452	0.061275
('310305 149', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O06')	1097.0	1345.0	3769.0	0.35681	0.092709
('310306 150', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: E06')	1097.0	3280.0	3769.0	0.87013	0.81681
('310307 151', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: E06')	1097.0	3795.0	3769.0	1.0068	1.0095
('310308 152', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: E06')	1097.0	3838.0	3769.0	1.0182	1.0256
('310309 153', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C06')	1097.0	2996.0	3769.0	0.79479	0.71053
('310310 154', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C06')	1097.0	3279.0	3769.0	0.86987	0.81643
('310311 155', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C06')	1097.0	3040.0	3769.0	0.80646	0.727
('310312 156', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: H24')	1097.0	3142.0	3769.0	0.83352	0.76517
('310313 157', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: H24')	1097.0	2961.0	3769.0	0.78551	0.69744
('310314 158', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: H24')	1097.0	3238.0	3769.0	0.85899	0.80109
('310315 159', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N06')	1097.0	740.0	3769.0	0.19631	-0.13369
('310316 160', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N06')	1097.0	818.0	3769.0	0.217	-0.1045
('310317 161', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N06')	1097.0	776.0	3769.0	0.20586	-0.12022
('310318 162', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: F24')	1097.0	3428.0	3769.0	0.9094	0.87219
('310319 163', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: F24')	1097.0	3097.0	3769.0	0.82159	0.74833
