	('measuredpERK(Alexa488) 0',)	('measuredp-Rb(Alexa568) 1',)	('alexaFluor647 2',)	('measuredp-Akt/p-4EBP1/p-S6(Alexa647) 3',)
('Triciribine 93', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 1.0', 'concUnits: nM', 'timepoint: 24')	146.78	89.334		59.458
('BEZ235 94', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 1.0', 'concUnits: nM', 'timepoint: 6')	90.235	35.155		13.696
('BEZ235 95', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 1.0', 'concUnits: nM', 'timepoint: 24')	138.24	90.291		47.16
('Gefitinib 96', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	308.09	68.066		33.616
('Gefitinib 97', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	586.23	125.39		136.14
('PP242 98', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 0.422', 'concUnits: nM', 'timepoint: 6')	269.85	59.336		25.742
('PP242 99', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 0.422', 'concUnits: nM', 'timepoint: 24')	481.77	110.68		88.173
('GSK1059615 100', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	218.51	54.148		24.234
('GSK1059615 101', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	458.06	113.08		91.726
('MK2206 102', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	255.6	70.38		22.593
('MK2206 103', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	384.01	117.27		62.561
('Triciribine 104', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	205.62	54.235		19.217
('Triciribine 105', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	469.42	121.81		100.82
('BEZ235 106', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	259.31	60.602		24.45
('BEZ235 107', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	451.27	106.53		105.91
('Gefitinib 108', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	285.82	61.708		30.327
('Gefitinib 109', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	289.89	119.71		80.838
('PP242 110', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 0.422', 'concUnits: nM', 'timepoint: 6')	213.03	46.188		24.572
('PP242 111', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 0.422', 'concUnits: nM', 'timepoint: 24')	275.88	108.45		62.943
('GSK1059615 112', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	251.1	72.206		31.161
('GSK1059615 113', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	310.37	108.43		68.715
('MK2206 114', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	293.11	80.614		31.917
('MK2206 115', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	274.49	113.08		59.517
('Triciribine 116', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	237.48	78.121		40.178
('Triciribine 117', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	300.93	100.97		59.451
('BEZ235 118', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	218.96	75.605		41.578
('BEZ235 119', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	294.2	99.047		76.791
('Gefitinib 120', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	471.1	159.36		45.78
('Gefitinib 121', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	306.15	127.83		46.765
('PP242 122', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 0.422', 'concUnits: nM', 'timepoint: 6')	423.9	157.64		44.168
('PP242 123', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 0.422', 'concUnits: nM', 'timepoint: 24')	369.53	130.31		47.719
('GSK1059615 124', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	402.45	167.07		45.003
('GSK1059615 125', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	367.96	143.08		41.133
('MK2206 126', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	401.94	154.74		43.865
('MK2206 127', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	313.82	137.95		41.116
('Triciribine 128', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	404.45	155.9		44.149
('Triciribine 129', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	272.12	127.39		34.722
('BEZ235 130', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	394.32	173.0		43.593
('BEZ235 131', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	306.83	142.69		34.753
('Gefitinib 132', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	181.54	100.89		103.21
('Gefitinib 133', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	164.5	108.71		78.136
('PP242 134', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 0.422', 'concUnits: nM', 'timepoint: 6')	170.81	90.251		78.901
('PP242 135', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 0.422', 'concUnits: nM', 'timepoint: 24')	165.87	94.488		59.392
('GSK1059615 136', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	165.75	87.482		92.562
('GSK1059615 137', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	161.44	94.398		65.076
('MK2206 138', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	101.19	50.29		14.054
('MK2206 139', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	161.28	93.73		49.64
('Triciribine 140', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	96.965	52.42		20.093
('Triciribine 141', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	157.47	91.95		63.672
('BEZ235 142', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 6')	112.31	65.771		19.139
('BEZ235 143', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 3.16', 'concUnits: nM', 'timepoint: 24')	138.41	87.198		40.747
('Gefitinib 144', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	241.48	51.68		25.728
('Gefitinib 145', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	525.48	125.0		138.4
('PP242 146', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 1.78', 'concUnits: nM', 'timepoint: 6')	231.62	48.808		18.339
('PP242 147', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 1.78', 'concUnits: nM', 'timepoint: 24')	442.08	102.06		74.883
('GSK1059615 148', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	218.56	55.542		24.763
('GSK1059615 149', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	440.93	111.08		88.885
('MK2206 150', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	183.97	46.001		14.472
('MK2206 151', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	376.08	110.82		51.936
('Triciribine 152', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	278.4	74.052		23.065
('Triciribine 153', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	443.9	112.96		94.708
('BEZ235 154', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	210.2	46.296		19.166
('BEZ235 155', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	432.77	86.987		78.388
('Gefitinib 156', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	169.47	33.974		21.966
('Gefitinib 157', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	270.75	116.29		74.51
('PP242 158', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 1.78', 'concUnits: nM', 'timepoint: 6')	160.33	28.863		17.593
('PP242 159', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 1.78', 'concUnits: nM', 'timepoint: 24')	247.05	101.89		53.605
('GSK1059615 160', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	303.36	83.159		39.457
('GSK1059615 161', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	289.05	104.17		64.448
('MK2206 162', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	210.41	69.316		24.315
('MK2206 163', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	265.45	105.79		47.461
('Triciribine 164', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	244.94	83.372		43.56
('Triciribine 165', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	277.56	99.519		53.506
('BEZ235 166', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	191.42	72.504		29.368
('BEZ235 167', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	268.54	85.818		62.058
('Gefitinib 168', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	403.87	169.07		44.648
('Gefitinib 169', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	284.32	92.188		40.388
('PP242 170', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 1.78', 'concUnits: nM', 'timepoint: 6')	418.98	157.03		41.137
('PP242 171', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 1.78', 'concUnits: nM', 'timepoint: 24')	335.37	126.51		43.798
('GSK1059615 172', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	404.71	163.1		40.327
('GSK1059615 173', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	329.74	134.82		35.55
('MK2206 174', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 6')	385.74	153.09		35.568
('MK2206 175', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 10.0', 'concUnits: nM', 'timepoint: 24')	285.94	139.18		32.604
